#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921","USDA-ARS-USMARC-1921",19669,SAMN02716891 ,PRJNA236676,"Proteobacteria","Gammaproteobacteria",GCA_000973665.1 ,4.48837,52.4,chromosome:NZ_CP007540.1/CP007540.1,-,1,4537,4273,2015/04/20,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/665/GCF_000973665.1_ASM97366v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/665/GCA_000973665.1_ASM97366v1
"Salmonella enterica subsp. enterica serovar Newport str. CDC 2010K-2159","CDC 2010K-2159",19669,SAMN02716903 ,PRJNA236696,"Proteobacteria","Gammaproteobacteria",GCA_000973685.1 ,4.79039,52.3,chromosome:NZ_CP007559.1/CP007559.1,-,1,4882,4630,2015/04/20,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/685/GCF_000973685.1_ASM97368v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/685/GCA_000973685.1_ASM97368v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735","USDA-ARS-USMARC-1735",19669,SAMN02716852 ,PRJNA236656,"Proteobacteria","Gammaproteobacteria",GCA_000988525.3 ,4.94553,51.9794,chromosome:NZ_CP007584.2/CP007584.2; plasmid pSAN1-1735:NZ_CP014707.1/CP014707.1,-,2,5103,4832,2015/05/06,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/988/525/GCF_000988525.3_ASM98852v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/525/GCA_000988525.3_ASM98852v3
"Salmonella enterica subsp. enterica serovar Typhimurium","FORC_015",19669,SAMN03568791 ,PRJNA282346,"Proteobacteria","Gammaproteobacteria",GCA_000993725.1 ,4.75937,52.1,chromosome:NZ_CP011365.1/CP011365.1,-,1,4850,4527,2015/05/07,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/993/725/GCF_000993725.1_ASM99372v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/993/725/GCA_000993725.1_ASM99372v1
"Salmonella enterica subsp. enterica","YU39",19669,SAMN03653812 ,PRJNA271539,"Proteobacteria","Gammaproteobacteria",GCA_001006525.1 ,5.19037,51.9931,chromosome:NZ_CP011428.1/CP011428.1; plasmid pYU39_2.7:NZ_CP011435.1/CP011435.1; plasmid pYU39_4.2:NZ_CP011434.1/CP011434.1; plasmid pYU39_4.8:NZ_CP011433.1/CP011433.1; plasmid pYU39_5.1:NZ_CP011432.1/CP011432.1; plasmid pYU39_89:NZ_CP011430.1/CP011430.1; plasmid pYU39_IncA/C:NZ_CP011429.1/CP011429.1; plasmid pYU39_IncX:NZ_CP011431.1/CP011431.1,-,8,5405,5109,2015/05/14,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/525/GCF_001006525.1_ASM100652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/525/GCA_001006525.1_ASM100652v1
"Salmonella enterica subsp. enterica serovar Enteritidis","SEE1",19669,SAMN03465493 ,PRJNA280705,"Proteobacteria","Gammaproteobacteria",GCA_001185215.1 ,4.67837,52.2,chromosome:NZ_CP011790.1/CP011790.1,-,1,4754,4427,2015/07/22,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/185/215/GCF_001185215.1_ASM118521v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/185/215/GCA_001185215.1_ASM118521v1
"Salmonella enterica subsp. enterica serovar Enteritidis","SEE2",19669,SAMN03468068 ,PRJNA280707,"Proteobacteria","Gammaproteobacteria",GCA_001185245.1 ,4.67783,52.2,chromosome:NZ_CP011791.1/CP011791.1,-,1,4755,4386,2015/07/22,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/185/245/GCF_001185245.1_ASM118524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/185/245/GCA_001185245.1_ASM118524v1
"Salmonella enterica subsp. enterica serovar Typhimurium","33676",19669,SAMN03795193 ,PRJNA288148,"Proteobacteria","Gammaproteobacteria",GCA_001293505.1 ,5.08819,52.1742,chromosome:NZ_CP012681.1/CP012681.1; plasmid p33673_IncF:NZ_CP012683.1/CP012683.1; plasmid p33676_4.5:NZ_CP012684.1/CP012684.1; plasmid p33676_IncA/C:NZ_CP012682.1/CP012682.1,-,4,5280,4891,2015/09/17,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/505/GCF_001293505.1_ASM129350v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/505/GCA_001293505.1_ASM129350v1
"Salmonella enterica subsp. enterica serovar Typhi","PM016/13",19669,SAMN03765654 ,PRJNA286155,"Proteobacteria","Gammaproteobacteria",GCA_001302605.1 ,4.79355,52,chromosome:NZ_CP012091.1/CP012091.1,-,1,4996,4582,2015/09/29,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/605/GCF_001302605.1_ASM130260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/605/GCA_001302605.1_ASM130260v1
"Salmonella enterica subsp. enterica serovar Typhi","B/SF/13/03/195",19669,SAMN03765689 ,PRJNA286162,"Proteobacteria","Gammaproteobacteria",GCA_001302625.1 ,4.79899,52,chromosome:NZ_CP012151.1/CP012151.1,-,1,4737,4335,2015/09/29,2016/07/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/625/GCF_001302625.1_ASM130262v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/625/GCA_001302625.1_ASM130262v1
"Salmonella enterica subsp. enterica serovar Enteritidis","FORC_007",19669,SAMN03140319 ,PRJNA262006,"Proteobacteria","Gammaproteobacteria",GCA_001305235.1 ,4.78191,52.1173,chromosome:NZ_CP009768.1/CP009768.1; plasmid pFORC7:NZ_CP009767.1/CP009767.1,-,2,4887,4615,2015/10/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/235/GCF_001305235.1_ASM130523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/235/GCA_001305235.1_ASM130523v1
"Salmonella enterica subsp. enterica serovar Thompson","RM1984",19669,SAMN03959817 ,PRJNA292003,"Proteobacteria","Gammaproteobacteria",GCA_001305815.1 ,4.70871,52.2,chromosome:NZ_CP012513.1/CP012513.1,-,1,4763,4516,2015/10/02,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/815/GCF_001305815.1_ASM130581v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/815/GCA_001305815.1_ASM130581v1
"Salmonella enterica subsp. enterica serovar Thompson","RM1986",19669,SAMN03959818 ,PRJNA292007,"Proteobacteria","Gammaproteobacteria",GCA_001305835.1 ,4.70136,52.2,chromosome:NZ_CP012514.1/CP012514.1,-,1,4759,4515,2015/10/02,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/305/835/GCF_001305835.1_ASM130583v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/835/GCA_001305835.1_ASM130583v1
"Salmonella enterica subsp. enterica serovar Weltevreden","2511STDY5462388",19669,SAMEA1904377 ,PRJEB1397,"Proteobacteria","Gammaproteobacteria",GCA_001409135.1 ,5.16169,52.1407,chromosome 1:NZ_LN890518.1/LN890518.1; plasmid 2:NZ_LN890519.1/LN890519.1,-,2,5324,5024,2015/10/20,2016/11/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/409/135/GCF_001409135.1_10259,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/135/GCA_001409135.1_10259
"Salmonella enterica subsp. enterica serovar Weltevreden","2511STDY5712384",19669,SAMEA2336231 ,PRJEB1397,"Proteobacteria","Gammaproteobacteria",GCA_001409155.1 ,4.95753,52.142,chromosome 1:NZ_LN890522.1/LN890522.1; plasmid 2:NZ_LN890523.1/LN890523.1,-,2,5048,4746,2015/10/20,2016/11/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/409/155/GCF_001409155.1_98_11262,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/155/GCA_001409155.1_98_11262
"Salmonella enterica subsp. enterica serovar Weltevreden","2511STDY5712385",19669,SAMEA2336232 ,PRJEB1397,"Proteobacteria","Gammaproteobacteria",GCA_001409175.1 ,5.09911,52.1216,chromosome 1:NZ_LN890524.1/LN890524.1; plasmid 2:NZ_LN890525.1/LN890525.1; plasmid 3:NZ_LN890526.1/LN890526.1,-,3,5271,4966,2015/10/20,2016/11/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/409/175/GCF_001409175.1_99_3134,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/175/GCA_001409175.1_99_3134
"Salmonella enterica subsp. enterica serovar Weltevreden","2511STDY5462413",19669,SAMEA1904401 ,PRJEB1397,"Proteobacteria","Gammaproteobacteria",GCA_001409195.1 ,5.22862,52.1414,chromosome 1:NZ_LN890520.1/LN890520.1; plasmid 2:NZ_LN890521.1/LN890521.1,-,2,5387,5076,2015/10/20,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/409/195/GCF_001409195.1_C2346,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/195/GCA_001409195.1_C2346
"Salmonella enterica subsp. enterica serovar Heidelberg","SA02DT10168701",19669,SAMN04156749 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001441205.1 ,4.88816,52.0686,chromosome:NZ_CP012921.1/CP012921.1; plasmid pSA02DT10168701_37:NZ_CP012922.1/CP012922.1; plasmid pSA02DT10168701_99:NZ_CP012923.1/CP012923.1,-,3,5012,4750,2015/11/09,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/441/205/GCF_001441205.1_ASM144120v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/205/GCA_001441205.1_ASM144120v1
"Salmonella enterica subsp. enterica serovar Heidelberg","12-4374",19669,SAMN04156727 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001441225.1 ,4.99246,52.0698,chromosome:NZ_CP012924.1/CP012924.1; plasmid p12-4374_2:NZ_CP012925.1/CP012925.1; plasmid p12-4374_3:NZ_CP012927.1/CP012927.1; plasmid p12-4374_37:NZ_CP012926.1/CP012926.1; plasmid p12-4374_62:NZ_CP012928.1/CP012928.1; plasmid p12-4374_96:NZ_CP012929.1/CP012929.1,-,6,5156,4887,2015/11/09,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/441/225/GCF_001441225.1_ASM144122v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/225/GCA_001441225.1_ASM144122v1
"Salmonella enterica subsp. enterica serovar Heidelberg","N13-01290",19669,SAMN04156715 ,PRJNA298211,"Proteobacteria","Gammaproteobacteria",GCA_001441245.1 ,5.15749,51.887,chromosome:NZ_CP012930.1/CP012930.1; plasmid pN13-01290_2:NZ_CP012932.1/CP012932.1; plasmid pN13-01290_23:NZ_CP012931.1/CP012931.1; plasmid pN13-01290_3-1:NZ_CP012933.1/CP012933.1; plasmid pN13-01290_3-2:NZ_CP012934.1/CP012934.1; plasmid pN13-01290_3-3:NZ_CP012935.1/CP012935.1; plasmid pN13-01290_98:NZ_CP012936.1/CP012936.1,-,7,5329,5057,2015/11/09,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/441/245/GCF_001441245.1_ASM144124v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/245/GCA_001441245.1_ASM144124v1
"Salmonella enterica subsp. enterica serovar Anatum","GT-38",19669,SAMN04274532 ,PRJNA302481,"Proteobacteria","Gammaproteobacteria",GCA_001447095.1 ,4.94615,52.202,chromosome:NZ_CP013226.1/CP013226.1; plasmid PDM04:NZ_CP013224.1/CP013224.1; plasmid PDM05:NZ_CP013225.1/CP013225.1,-,3,5025,4747,2015/11/20,2017/01/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/095/GCF_001447095.1_ASM144709v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/095/GCA_001447095.1_ASM144709v1
"Salmonella enterica subsp. enterica serovar Anatum","GT-01",19669,SAMN04274533 ,PRJNA302481,"Proteobacteria","Gammaproteobacteria",GCA_001447115.1 ,4.99536,52.2996,chromosome:NZ_CP013222.1/CP013222.1; plasmid PDM02:NZ_CP013221.1/CP013221.1; plasmid PDM03:NZ_CP013223.1/CP013223.1,-,3,4862,4664,2015/11/20,2016/07/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/115/GCF_001447115.1_ASM144711v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/115/GCA_001447115.1_ASM144711v1
"Salmonella enterica subsp. enterica serovar Typhimurium","FORC_020",19669,SAMN03839051 ,PRJNA288835,"Proteobacteria","Gammaproteobacteria",GCA_001454965.1 ,4.79979,52.3,chromosome:NZ_CP012144.1/CP012144.1,-,1,4884,4633,2015/11/30,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/965/GCF_001454965.1_ASM145496v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/965/GCA_001454965.1_ASM145496v1
"Salmonella enterica subsp. enterica serovar Senftenberg","NCTC10384",19669,SAMEA2517359 ,PRJEB6403,"Proteobacteria","Gammaproteobacteria",GCA_001457675.1 ,4.76309,52.0542,chromosome 1:NZ_LN868943.1/LN868943.1; plasmid 2:NZ_LN868944.1/LN868944.1; plasmid 3:NZ_LN868945.1/LN868945.1; plasmid 4:NZ_LN868946.1/LN868946.1,-,4,4759,4503,2015/07/08,2017/01/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/675/GCF_001457675.1_NCTC10384,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/675/GCA_001457675.1_NCTC10384
"Salmonella enterica subsp. enterica serovar Enteritidis","CMCC50041",19669,SAMN03837761 ,PRJNA288744,"Proteobacteria","Gammaproteobacteria",GCA_001484025.1 ,4.7357,52.1975,chromosome:NZ_CP013097.1/CP013097.1; plasmid pCMCC50041:NZ_CP013098.1/CP013098.1,-,2,4835,4569,2016/01/04,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/025/GCF_001484025.1_ASM148402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/025/GCA_001484025.1_ASM148402v1
"Salmonella enterica subsp. enterica serovar Tennessee","CFSAN001387",19669,SAMN02261218 ,PRJNA183850,"Proteobacteria","Gammaproteobacteria",GCA_001535315.2 ,4.94397,52.1667,chromosome:NZ_CP014994.1/CP014994.1; plasmid unnamed:NZ_CP014995.1/CP014995.1,-,2,5020,4743,2016/04/06,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/535/315/GCF_001535315.2_ASM153531v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/315/GCA_001535315.2_ASM153531v2
"Salmonella enterica subsp. enterica serovar Typhimurium","",19669,SAMEA3506109 ,PRJEB10340,"Proteobacteria","Gammaproteobacteria",GCA_001540845.1 ,5.03724,52.2,chromosome I:NZ_LN999997.1/LN999997.1,-,1,5203,4944,2016/01/22,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/540/845/GCF_001540845.1_SO4698_09,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/540/845/GCA_001540845.1_SO4698_09
"Salmonella enterica","LT2",19669,SAMN03996249 ,PRJNA231221,"Proteobacteria","Gammaproteobacteria",GCA_001558355.1 ,4.95139,52.2171,chromosome:NZ_CP014051.1/CP014051.1; plasmid unnamed:NZ_CP014050.1/CP014050.1,-,2,5063,4766,2016/02/11,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/355/GCF_001558355.1_ASM155835v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/355/GCA_001558355.1_ASM155835v1
"Salmonella enterica subsp. enterica serovar Typhimurium","YU15",19669,SAMN03795199 ,PRJNA288151,"Proteobacteria","Gammaproteobacteria",GCA_001576255.1 ,5.02765,52.1187,chromosome:NZ_CP014358.1/CP014358.1; plasmid pYU15_94:NZ_CP014359.1/CP014359.1,-,2,5198,4902,2016/02/26,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/576/255/GCF_001576255.1_ASM157625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/255/GCA_001576255.1_ASM157625v1
"Salmonella enterica subsp. enterica serovar Typhimurium","SO2",19669,SAMN03798428 ,PRJNA288330,"Proteobacteria","Gammaproteobacteria",GCA_001576275.1 ,5.01001,52.2169,chromosome:NZ_CP014356.1/CP014356.1; plasmid pSO2_STV:NZ_CP014357.1/CP014357.1,-,2,5156,4858,2016/02/26,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/576/275/GCF_001576275.1_ASM157627v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/275/GCA_001576275.1_ASM157627v1
"Salmonella enterica subsp. enterica serovar Typhimurium","SO3",19669,SAMN04296382 ,PRJNA304181,"Proteobacteria","Gammaproteobacteria",GCA_001577505.1 ,5.0068,52.2169,chromosome:NZ_CP014536.1/CP014536.1; plasmid pSO3_STV:NZ_CP014537.1/CP014537.1,-,2,5146,4874,2016/02/26,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/505/GCF_001577505.1_ASM157750v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/505/GCA_001577505.1_ASM157750v1
"Salmonella enterica subsp. enterica serovar Weltevreden str. 1655","1655",19669,SAMN02568587 ,PRJNA161807,"Proteobacteria","Gammaproteobacteria",GCA_001612515.1 ,5.12906,52.1457,chromosome:NZ_CP014996.1/CP014996.1; plasmid unnamed:NZ_CP014997.1/CP014997.1,-,2,5282,4971,2016/04/06,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/515/GCF_001612515.1_ASM161251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/612/515/GCA_001612515.1_ASM161251v1
"Salmonella enterica subsp. enterica serovar Typhimurium","RM9437",19669,SAMN04038553 ,PRJNA245324,"Proteobacteria","Gammaproteobacteria",GCA_001617585.1 ,5.05218,52.1186,chromosome:NZ_CP012985.1/CP012985.1; plasmid pRM9437:NZ_CP014577.1/CP014577.1,-,2,5229,4938,2016/04/08,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/617/585/GCF_001617585.1_ASM161758v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/617/585/GCA_001617585.1_ASM161758v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736","USDA-ARS-USMARC-1736",19669,SAMN02716853 ,PRJNA236657,"Proteobacteria","Gammaproteobacteria",GCA_001620115.1 ,4.8646,52.2099,chromosome:NZ_CP014657.1/CP014657.1; plasmid pSAN1-1736:NZ_CP014658.1/CP014658.1,-,2,4976,4721,2016/04/15,2016/11/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/115/GCF_001620115.1_ASM162011v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/115/GCA_001620115.1_ASM162011v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765","USDA-ARS-USMARC-1765",19669,SAMN02716855 ,PRJNA236664,"Proteobacteria","Gammaproteobacteria",GCA_001620135.1 ,4.95543,52.1981,chromosome:NZ_CP014659.1/CP014659.1; plasmid pSAN1-06-0624:NZ_CP014660.1/CP014660.1,-,2,5120,4857,2016/04/15,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/135/GCF_001620135.1_ASM162013v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/135/GCA_001620135.1_ASM162013v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783","USDA-ARS-USMARC-1783",19669,SAMN02716860 ,PRJNA236652,"Proteobacteria","Gammaproteobacteria",GCA_001620155.1 ,4.8047,52.1827,chromosome:NZ_CP014661.1/CP014661.1; plasmid pSAN1-2010K-2577:NZ_CP014662.1/CP014662.1,-,2,4903,4644,2016/04/15,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/155/GCF_001620155.1_ASM162015v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/155/GCA_001620155.1_ASM162015v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727","USDA-ARS-USMARC-1727",19669,SAMN02716850 ,PRJNA236655,"Proteobacteria","Gammaproteobacteria",GCA_001620205.1 ,4.9911,52.1436,chromosome:NZ_CP014621.1/CP014621.1; plasmid pSAN1-1727:NZ_CP014622.1/CP014622.1,-,2,5187,4902,2016/04/15,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/205/GCF_001620205.1_ASM162020v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/205/GCA_001620205.1_ASM162020v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676","USDA-ARS-USMARC-1676",19669,SAMN02716848 ,PRJNA236658,"Proteobacteria","Gammaproteobacteria",GCA_001620225.1 ,4.67696,52.2,chromosome:NZ_CP014620.1/CP014620.1,-,1,4743,4499,2016/04/15,2016/11/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/620/225/GCF_001620225.1_ASM162022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/225/GCA_001620225.1_ASM162022v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677","USDA-ARS-USMARC-1677",19669,SAMN02716849 ,PRJNA236659,"Proteobacteria","Gammaproteobacteria",GCA_001623545.1 ,4.83639,52.2,chromosome:NZ_CP014663.1/CP014663.1,-,1,4973,4721,2016/04/19,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/545/GCF_001623545.1_ASM162354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/545/GCA_001623545.1_ASM162354v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728","USDA-ARS-USMARC-1728",19669,SAMN02716851 ,PRJNA236660,"Proteobacteria","Gammaproteobacteria",GCA_001623585.1 ,4.78349,52.2,chromosome:NZ_CP014664.1/CP014664.1,-,1,4884,4639,2016/04/19,2016/11/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/585/GCF_001623585.1_ASM162358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/585/GCA_001623585.1_ASM162358v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766","USDA-ARS-USMARC-1766",19669,SAMN02716856 ,PRJNA236665,"Proteobacteria","Gammaproteobacteria",GCA_001623625.1 ,4.75103,52.2,chromosome:NZ_CP014665.1/CP014665.1,-,1,4841,4587,2016/04/19,2016/11/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/625/GCF_001623625.1_ASM162362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/625/GCA_001623625.1_ASM162362v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587","CDC 2010K-1587",19669,SAMN02716879 ,PRJNA236710,"Proteobacteria","Gammaproteobacteria",GCA_001623645.1 ,5.0083,52.1416,chromosome:NZ_CP014965.1/CP014965.1; plasmid pSTY1-2010K-1587:NZ_CP014966.1/CP014966.1,-,2,5158,4892,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/645/GCF_001623645.1_ASM162364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/645/GCA_001623645.1_ASM162364v1
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781","USDA-ARS-USMARC-1781",19669,SAMN02716858 ,PRJNA236667,"Proteobacteria","Gammaproteobacteria",GCA_001623665.1 ,4.63631,52.2,chromosome:NZ_CP014666.1/CP014666.1,-,1,4688,4435,2016/04/19,2016/12/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/665/GCF_001623665.1_ASM162366v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/665/GCA_001623665.1_ASM162366v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702","CDC 2011K-1702",19669,SAMN02716880 ,PRJNA236712,"Proteobacteria","Gammaproteobacteria",GCA_001623685.1 ,5.00034,52.1188,chromosome:NZ_CP014967.1/CP014967.1; plasmid pSTY1-2011K-1702:NZ_CP014968.1/CP014968.1,-,2,5137,4845,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/685/GCF_001623685.1_ASM162368v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/685/GCA_001623685.1_ASM162368v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880","USDA-ARS-USMARC-1880",19669,SAMN02716867 ,PRJNA236703,"Proteobacteria","Gammaproteobacteria",GCA_001623705.1 ,4.81521,52.2,chromosome:NZ_CP014981.1/CP014981.1,-,1,4891,4647,2016/04/19,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/705/GCF_001623705.1_ASM162370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/623/705/GCA_001623705.1_ASM162370v1
